Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
1262,(place 1235),Salford,(house 197),Salford,6
1815,(place 1229),Tameside,(place 1225),Manchester,13
1915,(house 599),Manchester,(place 1232),Oldham,30
2843,(place 1235),Salford,(place 1238),Trafford,30
2261,(place 1230),Tameside,(house 1089),Tameside,12
2206,(house 1182),Tameside,(house 1182),Tameside,2
3384,(place 1230),Tameside,(house 812),Oldham,14
1609,(house 433),Manchester,(house 433),Manchester,2
2126,(place 1229),Tameside,(place 1229),Tameside,2
3184,(house 747),Oldham,(place 1231),Oldham,9
2509,(place 1235),Salford,(place 1226),Manchester,26
3206,(place 1231),Oldham,(place 1231),Oldham,2
3286,(place 1233),Rochdale,(house 839),Oldham,19
2920,(place 1234),Rochdale,(place 1234),Rochdale,2
3165,(house 775),Oldham,(house 775),Oldham,2
2768,(place 1231),Oldham,(place 1234),Rochdale,15
2207,(place 1229),Tameside,(house 1110),Tameside,8
2834,(house 322),Trafford,(place 1228),Bury,20
2183,(place 1227),Bury,(place 1228),Bury,6
1930,(place 1231),Oldham,(house 486),Manchester,46
2872,(house 1014),Rochdale,(house 1014),Rochdale,2
2096,(place 1225),Manchester,(house 1197),Tameside,9
2239,(place 1229),Tameside,(place 1229),Tameside,2
3303,(place 1235),Salford,(place 1233),Rochdale,58
3358,(place 1232),Oldham,(place 1227),Bury,19
1326,(place 1238),Trafford,(place 1231),Oldham,48
2256,(place 1230),Tameside,(place 1230),Tameside,2
2994,(place 1236),Salford,(house 977),Rochdale,31
2242,(place 1230),Tameside,(place 1229),Tameside,8
2553,(place 1227),Bury,(place 1237),Trafford,19
1750,(place 1226),Manchester,(place 1226),Manchester,2
1785,(house 605),Manchester,(place 1225),Manchester,5
2473,(house 886),Bury,(place 1233),Rochdale,33
1300,(place 1238),Trafford,(place 1233),Rochdale,43
2664,(place 1231),Oldham,(place 1233),Rochdale,12
2246,(place 1225),Manchester,(house 1127),Tameside,13
1651,(house 523),Manchester,(place 1237),Trafford,35
1707,(house 543),Manchester,(house 543),Manchester,2
3329,(place 1228),Bury,(place 1226),Manchester,32
1453,(place 1232),Oldham,(place 1237),Trafford,23
2080,(place 1230),Tameside,(place 1230),Tameside,2
2014,(house 1170),Tameside,(house 1170),Tameside,2
2909,(place 1237),Trafford,(place 1236),Salford,20
2240,(house 1164),Tameside,(place 1230),Tameside,15
2274,(house 1106),Tameside,(house 1106),Tameside,2
2780,(house 269),Trafford,(house 269),Trafford,2
1948,(place 1230),Tameside,(house 547),Manchester,67
1700,(place 1232),Oldham,(house 614),Manchester,67
1470,(place 1228),Bury,(place 1234),Rochdale,83
1406,(house 194),Salford,(house 194),Salford,2
2178,(house 1095),Tameside,(place 1230),Tameside,11
3187,(place 1234),Rochdale,(place 1237),Trafford,40
1828,(place 1237),Trafford,(place 1231),Oldham,34
2290,(house 1193),Tameside,(place 1225),Manchester,10
3148,(house 812),Oldham,(house 812),Oldham,2
2021,(house 1219),Tameside,(place 1225),Manchester,19
2392,(house 892),Bury,(place 1233),Rochdale,132
1967,(place 1228),Bury,(house 687),Manchester,67
1861,(house 435),Manchester,(place 1230),Tameside,19
1990,(place 1238),Trafford,(house 457),Manchester,41
2047,(place 1230),Tameside,(house 1136),Tameside,10
2158,(house 1152),Tameside,(place 1225),Manchester,15
3332,(place 1235),Salford,(place 1235),Salford,2
2145,(place 1230),Tameside,(place 1230),Tameside,2
1468,(place 1232),Oldham,(place 1226),Manchester,37
3026,(place 1228),Bury,(house 1046),Rochdale,41
2883,(place 1232),Oldham,(house 1051),Rochdale,13
2031,(place 1230),Tameside,(house 1176),Tameside,16
2113,(place 1229),Tameside,(house 1113),Tameside,8
3276,(place 1235),Salford,(place 1234),Rochdale,42
1675,(place 1230),Tameside,(house 666),Manchester,28
2941,(place 1227),Bury,(place 1228),Bury,6
2178,(place 1230),Tameside,(place 1230),Tameside,2
2116,(house 1165),Tameside,(place 1225),Manchester,12
2110,(place 1225),Manchester,(house 1135),Tameside,11
2209,(place 1229),Tameside,(house 1118),Tameside,9
2700,(place 1227),Bury,(place 1237),Trafford,19
2160,(house 1171),Tameside,(place 1229),Tameside,9
2938,(place 1231),Oldham,(place 1232),Oldham,12
3233,(house 800),Oldham,(place 1231),Oldham,13
3161,(place 1225),Manchester,(house 775),Oldham,22
3232,(house 828),Oldham,(house 828),Oldham,2
2302,(place 1232),Oldham,(place 1228),Bury,35
2786,(place 1228),Bury,(place 1226),Manchester,42
2087,(house 1194),Tameside,(place 1229),Tameside,12
2009,(house 620),Manchester,(place 1225),Manchester,7
2206,(house 1182),Tameside,(house 1182),Tameside,2
2840,(house 260),Trafford,(place 1235),Salford,19
2748,(house 252),Trafford,(place 1236),Salford,13
2333,(place 1233),Rochdale,(place 1237),Trafford,41
2769,(place 1232),Oldham,(house 255),Trafford,33
2026,(house 1130),Tameside,(place 1229),Tameside,7
3289,(place 1236),Salford,(house 780),Oldham,42
1756,(place 1238),Trafford,(place 1231),Oldham,36
2444,(house 918),Bury,(place 1233),Rochdale,44
2319,(place 1227),Bury,(place 1238),Trafford,33
2068,(place 1230),Tameside,(house 1200),Tameside,10
2448,(place 1234),Rochdale,(place 1228),Bury,39
1707,(house 543),Manchester,(house 543),Manchester,2
1968,(place 1229),Tameside,(place 1225),Manchester,14
1526,(place 1237),Trafford,(place 1233),Rochdale,37
2033,(house 1099),Tameside,(place 1229),Tameside,6
2290,(place 1225),Manchester,(place 1225),Manchester,2
2283,(place 1229),Tameside,(house 1112),Tameside,14
3043,(place 1238),Trafford,(place 1238),Trafford,2
2767,(house 257),Trafford,(place 1233),Rochdale,37
2005,(place 1226),Manchester,(place 1226),Manchester,2
3332,(place 1235),Salford,(place 1235),Salford,2
1987,(place 1230),Tameside,(house 620),Manchester,20
1925,(place 1237),Trafford,(place 1238),Trafford,12
1577,(place 1238),Trafford,(place 1236),Salford,28
2118,(place 1229),Tameside,(house 1186),Tameside,12
1693,(house 624),Manchester,(place 1232),Oldham,13
2543,(place 1233),Rochdale,(place 1231),Oldham,13
3261,(place 1233),Rochdale,(place 1234),Rochdale,20
1888,(house 712),Manchester,(place 1232),Oldham,30
2704,(place 1235),Salford,(place 1233),Rochdale,40
2633,(place 1236),Salford,(house 288),Trafford,24
3239,(house 736),Oldham,(place 1232),Oldham,15
3345,(place 1238),Trafford,(house 795),Oldham,54
2204,(house 1215),Tameside,(place 1230),Tameside,8
3103,(place 1233),Rochdale,(place 1232),Oldham,77
3012,(place 1237),Trafford,(place 1234),Rochdale,38
2240,(place 1230),Tameside,(place 1230),Tameside,2
2733,(house 385),Trafford,(place 1233),Rochdale,45
2348,(place 1227),Bury,(place 1236),Salford,23
2099,(house 1199),Tameside,(place 1225),Manchester,13
1249,(place 1228),Bury,(place 1228),Bury,2
2261,(house 1089),Tameside,(house 1089),Tameside,2
1239,(place 1228),Bury,(place 1233),Rochdale,37
2278,(place 1230),Tameside,(place 1230),Tameside,2
2217,(place 1230),Tameside,(place 1230),Tameside,2
2872,(house 1014),Rochdale,(house 1014),Rochdale,2
1242,(place 1232),Oldham,(house 107),Salford,29
1644,(place 1230),Tameside,(place 1230),Tameside,2
2115,(place 1230),Tameside,(house 1179),Tameside,9
2303,(place 1235),Salford,(place 1238),Trafford,30
1887,(house 502),Manchester,(place 1230),Tameside,15
1310,(house 236),Salford,(place 1233),Rochdale,44
2047,(house 1136),Tameside,(house 1136),Tameside,2
2197,(house 1165),Tameside,(place 1229),Tameside,8
2876,(place 1231),Oldham,(place 1231),Oldham,2
2080,(place 1230),Tameside,(place 1230),Tameside,2
3116,(house 960),Rochdale,(place 1226),Manchester,35
2145,(place 1230),Tameside,(place 1230),Tameside,2
2698,(place 1227),Bury,(place 1233),Rochdale,31
2272,(place 1229),Tameside,(house 1136),Tameside,8
1470,(place 1234),Rochdale,(place 1234),Rochdale,2
2834,(place 1228),Bury,(place 1228),Bury,2
2132,(house 1204),Tameside,(place 1230),Tameside,9
1318,(place 1238),Trafford,(house 190),Salford,43
2117,(house 1103),Tameside,(house 1103),Tameside,2
2239,(place 1229),Tameside,(place 1229),Tameside,2
2046,(place 1229),Tameside,(house 1200),Tameside,8
1479,(place 1235),Salford,(place 1235),Salford,2
1974,(place 1229),Tameside,(house 528),Manchester,10
3014,(house 1050),Rochdale,(house 1050),Rochdale,2
2040,(house 1219),Tameside,(place 1230),Tameside,17
2124,(house 1142),Tameside,(place 1225),Manchester,11
1724,(place 1234),Rochdale,(place 1231),Oldham,15
3299,(place 1234),Rochdale,(house 772),Oldham,18
2562,(place 1234),Rochdale,(place 1226),Manchester,44
3058,(place 1226),Manchester,(place 1226),Manchester,2
2703,(house 385),Trafford,(house 385),Trafford,2
2096,(house 1197),Tameside,(house 1197),Tameside,2
1569,(house 485),Manchester,(place 1226),Manchester,25
3329,(place 1226),Manchester,(place 1226),Manchester,2
1881,(place 1233),Rochdale,(house 632),Manchester,37
2224,(place 1230),Tameside,(place 1230),Tameside,2
1590,(place 1229),Tameside,(house 477),Manchester,13
1801,(place 1229),Tameside,(house 620),Manchester,17
1861,(place 1230),Tameside,(place 1230),Tameside,2
2871,(place 1233),Rochdale,(place 1233),Rochdale,2
2808,(place 1231),Oldham,(place 1237),Trafford,40
2030,(house 1163),Tameside,(place 1230),Tameside,15
2662,(place 1227),Bury,(place 1235),Salford,23
2302,(place 1228),Bury,(place 1228),Bury,2
2239,(place 1229),Tameside,(place 1229),Tameside,2
3329,(place 1226),Manchester,(place 1226),Manchester,2
2272,(house 1136),Tameside,(house 1136),Tameside,2
2579,(house 353),Trafford,(place 1235),Salford,33
3307,(place 1228),Bury,(place 1238),Trafford,61
1690,(place 1225),Manchester,(house 637),Manchester,8
1842,(house 567),Manchester,(place 1229),Tameside,12
2543,(place 1231),Oldham,(place 1231),Oldham,2
3169,(place 1232),Oldham,(place 1226),Manchester,37
2629,(place 1232),Oldham,(house 352),Trafford,24
3289,(house 780),Oldham,(house 780),Oldham,2
2737,(place 1227),Bury,(place 1231),Oldham,26
2222,(house 1091),Tameside,(place 1230),Tameside,8
1863,(place 1236),Salford,(place 1227),Bury,32
1853,(house 424),Manchester,(place 1236),Salford,22
2513,(place 1238),Trafford,(place 1234),Rochdale,44
2205,(place 1225),Manchester,(house 1125),Tameside,14
3233,(place 1231),Oldham,(place 1231),Oldham,2
1350,(place 1235),Salford,(place 1232),Oldham,28
1360,(place 1231),Oldham,(place 1234),Rochdale,15
2076,(place 1225),Manchester,(house 1130),Tameside,13
2209,(house 1118),Tameside,(house 1118),Tameside,2
2142,(place 1229),Tameside,(house 1215),Tameside,6
1359,(place 1227),Bury,(house 171),Salford,27
3348,(house 715),Oldham,(place 1233),Rochdale,16
2786,(place 1226),Manchester,(place 1226),Manchester,2
2594,(place 1232),Oldham,(place 1236),Salford,30
3071,(house 1023),Rochdale,(place 1237),Trafford,134
2064,(house 1157),Tameside,(place 1229),Tameside,7
1818,(place 1238),Trafford,(place 1236),Salford,31
2398,(place 1228),Bury,(place 1234),Rochdale,35
2406,(place 1235),Salford,(house 910),Bury,31
1589,(place 1229),Tameside,(house 543),Manchester,14
1624,(house 618),Manchester,(place 1227),Bury,18
2032,(place 1230),Tameside,(house 1182),Tameside,17
2782,(place 1227),Bury,(place 1237),Trafford,19
1974,(house 528),Manchester,(house 528),Manchester,2
2759,(place 1226),Manchester,(place 1238),Trafford,26
1722,(house 520),Manchester,(place 1232),Oldham,37
1707,(house 543),Manchester,(house 543),Manchester,2
1693,(place 1232),Oldham,(place 1232),Oldham,2
1246,(place 1236),Salford,(place 1235),Salford,5
3203,(place 1236),Salford,(house 721),Oldham,68
1426,(place 1226),Manchester,(place 1237),Trafford,30
2731,(place 1235),Salford,(place 1228),Bury,34
1342,(house 141),Salford,(place 1228),Bury,28
1570,(place 1227),Bury,(house 535),Manchester,20
2984,(place 1232),Oldham,(place 1233),Rochdale,24
1294,(house 115),Salford,(place 1232),Oldham,43
2240,(place 1230),Tameside,(place 1230),Tameside,2
1398,(place 1233),Rochdale,(house 234),Salford,26
3131,(place 1230),Tameside,(place 1225),Manchester,22
2261,(house 1089),Tameside,(house 1089),Tameside,2
1316,(place 1234),Rochdale,(place 1231),Oldham,14
3240,(place 1237),Trafford,(house 752),Oldham,32
2026,(place 1229),Tameside,(place 1229),Tameside,2
2756,(house 337),Trafford,(place 1236),Salford,34
2518,(house 894),Bury,(place 1226),Manchester,37
2703,(house 385),Trafford,(house 385),Trafford,2
1933,(place 1228),Bury,(house 669),Manchester,13
1267,(place 1235),Salford,(place 1226),Manchester,26
2030,(place 1230),Tameside,(place 1230),Tameside,2
2132,(place 1230),Tameside,(place 1230),Tameside,2
2040,(place 1230),Tameside,(place 1230),Tameside,2
2047,(house 1136),Tameside,(house 1136),Tameside,2
1415,(place 1233),Rochdale,(place 1228),Bury,31
1889,(place 1231),Oldham,(place 1232),Oldham,12
2028,(house 1223),Tameside,(place 1229),Tameside,11
2009,(place 1225),Manchester,(place 1225),Manchester,2
1899,(house 400),Manchester,(place 1229),Tameside,20
2325,(place 1227),Bury,(house 890),Bury,18
1961,(place 1235),Salford,(place 1237),Trafford,36
2175,(place 1225),Manchester,(house 1102),Tameside,34
2206,(house 1182),Tameside,(house 1182),Tameside,2
2742,(house 311),Trafford,(place 1227),Bury,19
2959,(place 1227),Bury,(house 989),Rochdale,33
2074,(house 1136),Tameside,(place 1229),Tameside,8
2962,(place 1226),Manchester,(place 1236),Salford,29
2197,(place 1229),Tameside,(place 1229),Tameside,2
1479,(place 1235),Salford,(place 1235),Salford,2
2985,(place 1231),Oldham,(house 988),Rochdale,14
1612,(house 660),Manchester,(place 1237),Trafford,26
2349,(place 1232),Oldham,(place 1231),Oldham,12
1790,(place 1238),Trafford,(place 1226),Manchester,25
3109,(house 1072),Rochdale,(place 1227),Bury,134
2830,(place 1238),Trafford,(place 1234),Rochdale,104
2706,(place 1238),Trafford,(place 1231),Oldham,35
1734,(place 1227),Bury,(place 1226),Manchester,28
1858,(place 1229),Tameside,(place 1225),Manchester,19
2224,(place 1230),Tameside,(place 1230),Tameside,2
1590,(house 477),Manchester,(house 477),Manchester,2
1675,(house 666),Manchester,(house 666),Manchester,2
2244,(place 1225),Manchester,(place 1230),Tameside,14
1710,(place 1235),Salford,(house 497),Manchester,68
3103,(place 1232),Oldham,(place 1232),Oldham,2
3351,(house 726),Oldham,(place 1235),Salford,45
2319,(place 1238),Trafford,(place 1238),Trafford,2
2048,(house 1213),Tameside,(place 1229),Tameside,6
1987,(house 620),Manchester,(house 620),Manchester,2
2522,(place 1226),Manchester,(house 893),Bury,28
2568,(place 1235),Salford,(house 285),Trafford,4
1968,(place 1225),Manchester,(place 1225),Manchester,2
3156,(place 1233),Rochdale,(place 1226),Manchester,42
3155,(place 1236),Salford,(house 782),Oldham,33
3332,(place 1235),Salford,(place 1235),Salford,2
3087,(place 1232),Oldham,(place 1231),Oldham,12
2289,(place 1225),Manchester,(place 1229),Tameside,12
1517,(place 1234),Rochdale,(house 126),Salford,43
2141,(house 1137),Tameside,(place 1225),Manchester,14
2554,(place 1231),Oldham,(place 1236),Salford,34
1689,(place 1231),Oldham,(place 1235),Salford,34
1310,(place 1233),Rochdale,(place 1233),Rochdale,2
3354,(house 742),Oldham,(place 1234),Rochdale,16
2681,(place 1231),Oldham,(place 1237),Trafford,31
1513,(place 1238),Trafford,(place 1236),Salford,28
1526,(place 1233),Rochdale,(place 1233),Rochdale,2
2068,(house 1200),Tameside,(house 1200),Tameside,2
2115,(house 1179),Tameside,(house 1179),Tameside,2
3233,(place 1231),Oldham,(place 1231),Oldham,2
2029,(place 1238),Trafford,(place 1228),Bury,25
1565,(house 695),Manchester,(place 1225),Manchester,8
3256,(place 1231),Oldham,(place 1237),Trafford,30
1690,(house 637),Manchester,(house 637),Manchester,2
2226,(house 1101),Tameside,(place 1229),Tameside,15
2237,(place 1230),Tameside,(place 1225),Manchester,14
2097,(place 1235),Salford,(place 1238),Trafford,27
1350,(place 1232),Oldham,(place 1232),Oldham,2
1707,(house 543),Manchester,(house 543),Manchester,2
3313,(house 820),Oldham,(place 1236),Salford,135
2848,(place 1231),Oldham,(house 989),Rochdale,11
2828,(place 1236),Salford,(place 1231),Oldham,43
2703,(house 385),Trafford,(house 385),Trafford,2
2081,(house 1224),Tameside,(place 1229),Tameside,18
3301,(place 1232),Oldham,(place 1238),Trafford,30
2241,(place 1229),Tameside,(house 1215),Tameside,6
1603,(house 517),Manchester,(place 1233),Rochdale,33
2050,(place 1225),Manchester,(house 1117),Tameside,10
2044,(house 1184),Tameside,(place 1230),Tameside,10
1396,(place 1233),Rochdale,(place 1226),Manchester,41
2909,(place 1236),Salford,(place 1235),Salford,4
2411,(place 1238),Trafford,(place 1235),Salford,32
2205,(house 1125),Tameside,(house 1125),Tameside,2
1589,(house 543),Manchester,(house 543),Manchester,2
2475,(place 1228),Bury,(place 1227),Bury,6
2517,(place 1237),Trafford,(place 1236),Salford,39
2971,(place 1231),Oldham,(house 979),Rochdale,11
1858,(place 1225),Manchester,(place 1225),Manchester,2
3137,(place 1237),Trafford,(place 1232),Oldham,23
1467,(place 1236),Salford,(place 1235),Salford,4
2492,(house 953),Bury,(place 1231),Oldham,27
1995,(house 600),Manchester,(place 1225),Manchester,10
1420,(place 1226),Manchester,(place 1232),Oldham,29
2032,(house 1182),Tameside,(house 1182),Tameside,2
3293,(house 726),Oldham,(place 1227),Bury,36
2954,(place 1233),Rochdale,(place 1234),Rochdale,14
1394,(place 1237),Trafford,(place 1228),Bury,21
3114,(place 1228),Bury,(place 1234),Rochdale,39
2141,(place 1225),Manchester,(place 1225),Manchester,2
2638,(house 288),Trafford,(place 1233),Rochdale,40
1826,(place 1230),Tameside,(house 503),Manchester,17
1975,(place 1233),Rochdale,(place 1238),Trafford,43
1590,(house 477),Manchester,(house 477),Manchester,2
2240,(place 1230),Tameside,(place 1230),Tameside,2
2066,(house 1130),Tameside,(place 1229),Tameside,7
2121,(place 1229),Tameside,(house 1193),Tameside,6
2756,(place 1236),Salford,(place 1236),Salford,2
2190,(place 1229),Tameside,(house 1184),Tameside,8
2336,(house 868),Bury,(place 1235),Salford,37
2122,(place 1237),Trafford,(place 1238),Trafford,11
1246,(place 1235),Salford,(place 1235),Salford,2
2537,(house 952),Bury,(place 1236),Salford,24
1849,(house 629),Manchester,(place 1229),Tameside,13
2349,(place 1231),Oldham,(place 1231),Oldham,2
1361,(place 1234),Rochdale,(place 1226),Manchester,44
2172,(house 1150),Tameside,(place 1229),Tameside,12
3212,(place 1238),Trafford,(place 1234),Rochdale,73
1388,(place 1236),Salford,(place 1238),Trafford,31
2026,(place 1229),Tameside,(place 1229),Tameside,2
1987,(house 620),Manchester,(house 620),Manchester,2
3215,(place 1231),Oldham,(place 1227),Bury,97
2591,(place 1238),Trafford,(place 1236),Salford,26
2211,(house 1199),Tameside,(place 1225),Manchester,13
3136,(place 1234),Rochdale,(place 1227),Bury,54
3191,(place 1231),Oldham,(place 1235),Salford,111
1375,(place 1235),Salford,(house 177),Salford,11
2049,(place 1225),Manchester,(house 1198),Tameside,13
2980,(place 1236),Salford,(place 1235),Salford,5
3036,(place 1237),Trafford,(house 1079),Rochdale,41
